OMII0IIN1223055200,OMII0IIN1860155135,Orthopaedics specialists,X-Symptoms treated by
OMII0IIN1223055200,OMII0II2069027425,Physiotherapists,X-Symptoms treated by
OMII0IIN1223055200,OMII0II784214451,Acupuncturist,X-Symptoms treated by
OMII0IIN1223055200,OMII0IIN41047582,Neck pain,RT
OMII0IIN1223055200,OMII0IIN907993703,Muscle pain and strain,RT
OMII0II565934419,OMII0II1853775056,Smoker,X-Affects Audience
OMII0II565934419,OMII0II1302525267,Dental health,X-Managed or  prevented by
OMII0II565934419,OMII0IIN1817496742,Tongue,X-Occurs or appears in
OMII0II565934419,OMII0II2071085675,Salivary glands,X-Occurs or appears in
OMII0II565934419,OMII0II1408380885,Nose,X-Occurs or appears in
OMII0II565934419,OMII0IIN431407180,Mouth,X-Occurs or appears in
OMII0II565934419,OMII0IIN466683839,Taste problems,RT
OMII0II565934419,OMII0IIN1980793721,Dry mouth,RT
OMII0II284247341,OMII0II1860715103,Gastroscopy,X-Analysed by
OMII0II284247341,OMII0IIN976570407E,Healthy eating,X-Managed or  prevented by
OMII0II284247341,OMII0IIN2048723676,Stomach,X-Occurs or appears in
OMII0II284247341,OMII0II1370869169,Gastrointestinal specialists,X-Symptoms treated by
OMII0II284247341,OMII0II1637548739,Abdominal lump,RT
OMII0II284247341,OMII0IIN252657212G,Stomach ache,RT
OMII0IIN1394073873,OMII0II594289843I,Travel health,X-Managed or  prevented by
OMII0IIN1394073873,OMII0II575639611,Ear,X-Occurs or appears in
OMII0IIN1394073873,OMII0IIN1125726132,"Ear, nose and throat specialists",X-Symptoms treated by
OMII0II962640277,OMII0IIN2059626770,Nasal sinuses,X-Occurs or appears in
OMII0II962640277,OMII0II1408380885,Nose,X-Occurs or appears in
OMII0II962640277,OMII0IIN1125726132,"Ear, nose and throat specialists",X-Symptoms treated by
OMII0IIN838388631,OMII0IIN1869896300,Rectal examination,X-Analysed by
OMII0IIN838388631,OMII0II55227703J,Colonoscopy,X-Analysed by
OMII0IIN838388631,OMII0IIN1433386219,Faeces,X-Occurs or appears in
OMII0IIN838388631,OMII0IIN1509945931B,Blood,X-Occurs or appears in
OMII0IIN838388631,OMII0II225282746,Rectum,X-Occurs or appears in
OMII0IIN838388631,OMII0II1370869169,Gastrointestinal specialists,X-Symptoms treated by
OMII0II491020205,OMII0II391645379,Bronchoscopy and thoracoscopy,X-Analysed by
OMII0II491020205,OMII0II35065636,X-rays,X-Analysed by
OMII0II491020205,OMII0II1313886730,Stopping smoking,X-Managed or  prevented by
OMII0II491020205,OMII0IIN958596282,Sputum,X-Occurs or appears in
OMII0II491020205,OMII0IIN1509945931B,Blood,X-Occurs or appears in
OMII0II491020205,OMII0II918245454,Nasal secretions,X-Occurs or appears in
OMII0II491020205,OMII0IIN1337165024,Catarrh,RT
OMII0IIN1775712290,OMII0II1860715103,Gastroscopy,X-Analysed by
OMII0IIN1775712290,OMII0IIN1509945931B,Blood,X-Occurs or appears in
OMII0IIN1775712290,OMII0II946332422,Vomit,X-Occurs or appears in
OMII0IIN1775712290,OMII0II1370869169,Gastrointestinal specialists,X-Symptoms treated by
OMII0IIN967047174,OMII0II2144747298,Cystoscopy,X-Analysed by
OMII0IIN967047174,OMII0II724967731,Kidney tests,X-Analysed by
OMII0IIN967047174,OMII0II1199290401,Urine tests,X-Analysed by
OMII0IIN967047174,OMII0II1303504638,Kidney,X-Occurs or appears in
OMII0IIN967047174,OMII0IIN1509945931B,Blood,X-Occurs or appears in
OMII0IIN967047174,OMII0IIN2027906515,Bladder,X-Occurs or appears in
OMII0IIN967047174,OMII0IIN55264898,Ureter and urethra,X-Occurs or appears in
OMII0IIN967047174,OMII0IIN392007956,Urine,X-Occurs or appears in
OMII0IIN967047174,OMII0IIN635992636,Kidney disease specialists,X-Symptoms treated by
OMII0IIN967047174,OMII0II2106671123,Urinary specialists,X-Symptoms treated by
OMII0II769173679,OMII0IIN1083598606,Lips,X-Occurs or appears in
OMII0IIN2015601944,OMII0II55227703J,Colonoscopy,X-Analysed by
OMII0IIN2015601944,OMII0IIN471534792,Stool sample tests,X-Analysed by
OMII0IIN2015601944,OMII0IIN1833171742,Irregular bowel motions,NT
OMII0IIN2015601944,OMII0IIN1107554210,Diarrhoea,NT
OMII0IIN2015601944,OMII0IIN838388631,Blood in bowel motions,NT
OMII0IIN2015601944,OMII0IIN873291170,Bowel incontinence,NT
OMII0IIN2015601944,OMII0IIN1043637787,Constipation,NT
OMII0IIN2015601944,OMII0IIN1433386219,Faeces,X-Occurs or appears in
OMII0IIN2015601944,OMII0II1370869169,Gastrointestinal specialists,X-Symptoms treated by
OMII0IIN1833171742,OMII0II225282746,Rectum,X-Occurs or appears in
OMII0IIN1833171742,OMII0IIN1433386219,Faeces,X-Occurs or appears in
OMII0IIN865012240,OMII0IIN967047174,Blood in urine,NT
OMII0IIN865012240,OMII0II491020205,Blood in phlegm,NT
OMII0IIN865012240,OMII0IIN1775712290,Blood in vomit,NT
OMII0IIN865012240,OMII0IIN838388631,Blood in bowel motions,NT
OMII0IIN865012240,OMII0IIN1509945931B,Blood,X-Occurs or appears in
OMII0II2084737666,OMII0IIN2015550051,Mammography,X-Analysed by
OMII0II2084737666,OMII0II943400506,Breast lumps,NT
OMII0II2084737666,OMII0II1945868981,Breast,X-Occurs or appears in
OMII0II2084737666,OMII0IIN1780247602,Breast pain,RT
OMII0IIN1337165024,OMII0II1853775056,Smoker,X-Affects Audience
OMII0IIN1337165024,OMII0IIN733954010,Lungs and airways,X-Occurs or appears in
OMII0IIN1337165024,OMII0II1408380885,Nose,X-Occurs or appears in
OMII0IIN1337165024,OMII0II1314054428,Pharmacists,X-Symptoms treated by
OMII0IIN1337165024,OMII0IIN1125726132,"Ear, nose and throat specialists",X-Symptoms treated by
OMII0IIN1337165024,OMII0IIN466683839,Taste problems,RT
OMII0II796274074,OMII0II539639450,EEG,X-Analysed by
OMII0II796274074,OMII0II1879633905,Brain,X-Occurs or appears in
OMII0II1555510514,OMII0IIN72178045,Physical examination or measurements,X-Analysed by
OMII0II1555510514,OMII0IIN814372135I,Hot weather,X-Occurs at time of year
OMII0II1555510514,OMII0II1252336816,Water,X-Caused or affected by
OMII0II1555510514,OMII0II1085223958,Babies,X-Affects Audience
OMII0II1555510514,OMII0IIN1433668224,Older people,X-Affects Audience
OMII0II1555510514,OMII0II594289843I,Travel health,X-Managed or  prevented by
OMII0II1555510514,OMII0II700787068,Music festival health,X-Managed or  prevented by
OMII0II1555510514,OMII0IIN1980793721,Dry mouth,RT
OMII0II1555510514,OMII0IIN1539261798,Fainting,RT
OMII0II1555510514,OMII0IIN332491250,Thirst,RT
OMII0IIN1765797325,OMII0II242805059,Penile discharge,NT
OMII0IIN1765797325,OMII0II1265973829,Ear discharge,NT
OMII0IIN1765797325,OMII0II165660114,Nipple discharge,NT
OMII0IIN1765797325,OMII0II304905314,Eye discharge,NT
OMII0IIN1765797325,OMII0II215422033,Vaginal discharge,NT
OMII0II1265973829,OMII0II289720930,Hearing tests,X-Analysed by
OMII0II1265973829,OMII0II575639611,Ear,X-Occurs or appears in
OMII0II1265973829,OMII0IIN1125726132,"Ear, nose and throat specialists",X-Symptoms treated by
OMII0II165660114,OMII0II1621206228,Nipple,X-Occurs or appears in
OMII0II165660114,OMII0IIN1780247602,Breast pain,RT
OMII0II215422033,OMII0II806368936,Hysteroscopy,X-Analysed by
OMII0II215422033,OMII0IIN193383105K,Women,X-Affects Audience
OMII0II215422033,OMII0IIN609413859,Sexual health,X-Managed or  prevented by
OMII0II215422033,OMII0IIN1014998382,Vagina,X-Occurs or appears in
OMII0II215422033,OMII0IIN1919553269,Vaginal secretions,X-Occurs or appears in
OMII0II215422033,OMII0IIN2010252325,Female reproductive specialists,X-Symptoms treated by
OMII0II215422033,OMII0IIN116179456G,Vaginal bleeding,RT
OMII0II215422033,OMII0II883750059,Sore genitalia,RT
OMII0II242805059,OMII0IIN59093333I,Men,X-Affects Audience
OMII0II242805059,OMII0IIN609413859,Sexual health,X-Managed or  prevented by
OMII0II242805059,OMII0IIN330353352,Penis,X-Occurs or appears in
OMII0II242805059,OMII0II646212673,Foreskin,X-Occurs or appears in
OMII0IIN1708623526,OMII0II541639456,ECG,X-Analysed by
OMII0IIN1708623526,OMII0II575639611,Ear,X-Occurs or appears in
OMII0IIN1708623526,OMII0II1879633905,Brain,X-Occurs or appears in
OMII0II1891873195,OMII0IIN1231681419,Sleep health,X-Managed or  prevented by
OMII0II1891873195,OMII0II1413356212,Sleeping problems,RT
OMII0IIN992350640,OMII0IIN1394073873,Blocked ears,NT
OMII0IIN992350640,OMII0IIN215203358,Earache,NT
OMII0IIN992350640,OMII0II1265973829,Ear discharge,NT
OMII0IIN992350640,OMII0IIN835819439,Hearing loss,NT
OMII0IIN992350640,OMII0II872099419,Noises in ears,NT
OMII0IIN992350640,OMII0IIN1125726132,"Ear, nose and throat specialists",X-Symptoms treated by
OMII0IIN215203358,OMII0IIN72178045,Physical examination or measurements,X-Analysed by
OMII0IIN215203358,OMII0II289720930,Hearing tests,X-Analysed by
OMII0IIN215203358,OMII0II1915799933,Children,X-Affects Audience
OMII0IIN215203358,OMII0II700787068,Music festival health,X-Managed or  prevented by
OMII0IIN215203358,OMII0II575639611,Ear,X-Occurs or appears in
OMII0IIN215203358,OMII0IIN1125726132,"Ear, nose and throat specialists",X-Symptoms treated by
OMII0IIN1090371687,OMII0IIN1034463839,Itchy eyes,NT
OMII0IIN1090371687,OMII0II1158980497,Red eyes,NT
OMII0IIN1090371687,OMII0II948782815,Dry eyes,NT
OMII0IIN1090371687,OMII0IIN1728794089,Watery eyes,NT
OMII0IIN1090371687,OMII0II1709788787,Vision problems,NT
OMII0IIN1090371687,OMII0II304905314,Eye discharge,NT
OMII0IIN1090371687,OMII0IIN1106630370,Workplace health,X-Managed or  prevented by
OMII0IIN1728794089,OMII0II1167238313,Eye health,X-Managed or  prevented by
OMII0IIN1728794089,OMII0IIN1633005294,Tears,X-Occurs or appears in
OMII0IIN1728794089,OMII0IIN270170744,Eye specialists,X-Symptoms treated by
OMII0IIN1728794089,OMII0II304905314,Eye discharge,RT
OMII0II948782815,OMII0II1167238313,Eye health,X-Managed or  prevented by
OMII0II948782815,OMII0IIN1633005294,Tears,X-Occurs or appears in
OMII0II948782815,OMII0II583639556,Eye,X-Occurs or appears in
OMII0II948782815,OMII0IIN270170744,Eye specialists,X-Symptoms treated by
OMII0IIN1920495699,OMII0IIN1318538468,Blood tests,X-Analysed by
OMII0IIN1920495699,OMII0II1231263883,Endoscopy,X-Analysed by
OMII0IIN1920495699,OMII0IIN704939894,Fruit and vegetables,X-Caused or affected by
OMII0IIN1920495699,OMII0IIN1733527209,Gut,X-Occurs or appears in
OMII0IIN455328257,OMII0IIN799035948I,Stress at work,X-Managed or  prevented by
OMII0IIN455328257,OMII0II1689159444B,Back pain at work,X-Managed or  prevented by
OMII0IIN455328257,OMII0II334341434,Head and neck,X-Occurs or appears in
OMII0IIN455328257,OMII0IIN1234182652,Brain and nerve specialists,X-Symptoms treated by
OMII0IIN455328257,OMII0II784214451,Acupuncturist,X-Symptoms treated by
OMII0IIN455328257,OMII0II1314054428,Pharmacists,X-Symptoms treated by
OMII0IIN455328257,OMII0IIN1206214746,Flu-like symptoms,RT
OMII0IIN835819439,OMII0II289720930,Hearing tests,X-Analysed by
OMII0IIN835819439,OMII0II1518556899,Communication aids,X-Helped by
OMII0IIN835819439,OMII0IIN1253862745,"Equipment, alarms and aids",X-Helped by
OMII0IIN835819439,OMII0IIN1433668224,Older people,X-Affects Audience
OMII0IIN835819439,OMII0II575639611,Ear,X-Occurs or appears in
OMII0IIN835819439,OMII0IIN1125726132,"Ear, nose and throat specialists",X-Symptoms treated by
OMII0IIN264070806,OMII0II1231263883,Endoscopy,X-Analysed by
OMII0IIN264070806,OMII0II1860715103,Gastroscopy,X-Analysed by
OMII0IIN264070806,OMII0II1556348637,Alcoholic drinks,X-Caused or affected by
OMII0IIN264070806,OMII0IIN431407180,Mouth,X-Occurs or appears in
OMII0IIN264070806,OMII0IIN1733527209,Gut,X-Occurs or appears in
OMII0IIN264070806,OMII0IIN892141993,Chest,X-Occurs or appears in
OMII0IIN264070806,OMII0II1696077204,Oesophagus,X-Occurs or appears in
OMII0IIN264070806,OMII0II1370869169,Gastrointestinal specialists,X-Symptoms treated by
OMII0IIN264070806,OMII0IIN890213150,Indigestion,RT
OMII0IIN890213150,OMII0IIN976570407E,Healthy eating,X-Managed or  prevented by
OMII0IIN890213150,OMII0IIN431407180,Mouth,X-Occurs or appears in
OMII0IIN890213150,OMII0IIN892141993,Chest,X-Occurs or appears in
OMII0IIN890213150,OMII0IIN1733527209,Gut,X-Occurs or appears in
OMII0II1679438395,OMII0II85661821H,Skin scrapings,X-Analysed by
OMII0II1679438395,OMII0II797321847J,Skin,X-Occurs or appears in
OMII0II1679438395,OMII0IIN1709973433,GPs,X-Symptoms treated by
OMII0II1679438395,OMII0IIN1206925379,Skin specialists,X-Symptoms treated by
OMII0II1679438395,OMII0IIN1212616458,Dry skin,RT
OMII0IIN863947046,OMII0II1519865179,Facial pain,RT
OMII0IIN1267039414,OMII0II200162170,Muscle or joint stiffness,NT
OMII0IIN1267039414,OMII0IIN907993703,Muscle pain and strain,NT
OMII0IIN1267039414,OMII0II465990859,Paralysis,NT
OMII0IIN1267039414,OMII0II436710067,Muscle spasms,NT
OMII0IIN1267039414,OMII0IIN2091000210,Joint pain,NT
OMII0IIN1267039414,OMII0IIN1273896107J,Muscle weakness,NT
OMII0IIN1267039414,OMII0IIN1391035079,Joint and muscle specialists,X-Symptoms treated by
OMII0IIN1592334456,OMII0IIN840636449,Testicular and penis lumps,NT
OMII0IIN1592334456,OMII0II943400506,Breast lumps,NT
OMII0IIN1592334456,OMII0IIN1667676107,Groin lump,NT
OMII0IIN1592334456,OMII0IIN1742537787,Lumps on hand or wrist,NT
OMII0IIN1592334456,OMII0II1637548739,Abdominal lump,NT
OMII0IIN1592334456,OMII0IIN336402081,Lumps in the armpit,NT
OMII0IIN1592334456,OMII0II1607578715,Throat or neck lumps,NT
OMII0IIN1592334456,OMII0II574232911,Lumps around the anus,NT
OMII0IIN1667676107,OMII0IIN72178045,Physical examination or measurements,X-Analysed by
OMII0IIN1667676107,OMII0II1420375134,Groin,X-Occurs or appears in
OMII0IIN1667676107,OMII0IIN155099023,Swollen glands,RT
OMII0II943400506,OMII0IIN2015550051,Mammography,X-Analysed by
OMII0II943400506,OMII0II1945868981,Breast,X-Occurs or appears in
OMII0II943400506,OMII0IIN1780247602,Breast pain,RT
OMII0II1277414119,OMII0II680779507,Pregnant women,X-Affects Audience
OMII0II1277414119,OMII0IIN284661277,Antenatal care,X-Managed or  prevented by
OMII0II1277414119,OMII0II1047825972,Pregnancy care,X-Managed or  prevented by
OMII0II1277414119,OMII0IIN1709973433,GPs,X-Symptoms treated by
OMII0II1277414119,OMII0II1278503337,Childbirth and pregnancy specialists,X-Symptoms treated by
OMII0IIN907993703,OMII0IIN1920358621,Moving and handling,X-Helped by
OMII0IIN907993703,OMII0II1096573020,Sportsmen and sportswomen,X-Affects Audience
OMII0IIN907993703,OMII0II1689159444B,Back pain at work,X-Managed or  prevented by
OMII0IIN907993703,OMII0IIN1106630370,Workplace health,X-Managed or  prevented by
OMII0IIN907993703,OMII0IIN1289529627,Thigh,X-Occurs or appears in
OMII0IIN907993703,OMII0II77608483D,Muscles,X-Occurs or appears in
OMII0IIN907993703,OMII0II347633007,Tendons and ligaments,X-Occurs or appears in
OMII0IIN907993703,OMII0II2069027425,Physiotherapists,X-Symptoms treated by
OMII0IIN907993703,OMII0IIN1391035079,Joint and muscle specialists,X-Symptoms treated by
OMII0IIN907993703,OMII0IIN1659097936I,Leg cramps,RT
OMII0IIN907993703,OMII0II200162170,Muscle or joint stiffness,RT
OMII0IIN907993703,OMII0IIN1206214746,Flu-like symptoms,RT
OMII0IIN1103222010,OMII0II1302525267,Dental health,X-Managed or  prevented by
OMII0IIN1103222010,OMII0II2014537392,Gums,X-Occurs or appears in
OMII0IIN1103222010,OMII0IIN431407180,Mouth,X-Occurs or appears in
OMII0IIN1103222010,OMII0IIN1817496742,Tongue,X-Occurs or appears in
OMII0IIN1103222010,OMII0II85461174,Oral and maxillofacial surgeons,X-Symptoms treated by
OMII0II401271486,OMII0II1151518712E,Throat,X-Occurs or appears in
OMII0II401271486,OMII0IIN1125726132,"Ear, nose and throat specialists",X-Symptoms treated by
OMII0II401271486,OMII0II1314054428,Pharmacists,X-Symptoms treated by
OMII0IIN1519440825,OMII0IIN1409198631,Nerves,X-Occurs or appears in
OMII0IIN185082831,OMII0IIN1586451643,Neck,X-Occurs or appears in
OMII0IIN185082831,OMII0II2069027425,Physiotherapists,X-Symptoms treated by
OMII0IIN267956974,OMII0II491020205,Blood in phlegm,NT
OMII0IIN267956974,OMII0II787299066,Green phlegm,NT
OMII0IIN267956974,OMII0II918245454,Nasal secretions,X-Occurs or appears in
OMII0IIN267956974,OMII0IIN958596282,Sputum,X-Occurs or appears in
OMII0IIN267956974,OMII0IIN2059626770,Nasal sinuses,X-Occurs or appears in
OMII0IIN267956974,OMII0II1408380885,Nose,X-Occurs or appears in
OMII0IIN267956974,OMII0IIN1125726132,"Ear, nose and throat specialists",X-Symptoms treated by
OMII0II787299066,OMII0II918245454,Nasal secretions,X-Occurs or appears in
OMII0II787299066,OMII0IIN958596282,Sputum,X-Occurs or appears in
OMII0II787299066,OMII0IIN1125726132,"Ear, nose and throat specialists",X-Symptoms treated by
OMII0IIN1056230781,OMII0II918245454,Nasal secretions,X-Occurs or appears in
OMII0IIN1056230781,OMII0II1408380885,Nose,X-Occurs or appears in
OMII0IIN1056230781,OMII0IIN2059626770,Nasal sinuses,X-Occurs or appears in
OMII0IIN1205546292,OMII0IIN2059626770,Nasal sinuses,X-Occurs or appears in
OMII0IIN1205546292,OMII0II1519865179,Facial pain,RT
OMII0IIN1180423029,OMII0II1408380885,Nose,X-Occurs or appears in
OMII0IIN1180423029,OMII0IIN2059626770,Nasal sinuses,X-Occurs or appears in
OMII0IIN1180423029,OMII0II918245454,Nasal secretions,X-Occurs or appears in
OMII0II1849946081,OMII0II1860715103,Gastroscopy,X-Analysed by
OMII0II1849946081,OMII0II2128669901,Barium swallow,X-Analysed by
OMII0II1849946081,OMII0IIN431407180,Mouth,X-Occurs or appears in
OMII0II1849946081,OMII0II1151518712E,Throat,X-Occurs or appears in
OMII0II1849946081,OMII0II1696077204,Oesophagus,X-Occurs or appears in
OMII0II1849946081,OMII0II1370869169,Gastrointestinal specialists,X-Symptoms treated by
OMII0II1849946081,OMII0IIN1980793721,Dry mouth,RT
OMII0II1849946081,OMII0II1639107501,Eating problems,RT
OMII0II1647704765,OMII0IIN814372135I,Hot weather,X-Occurs at time of year
OMII0II1647704765,OMII0II1675623009,Summer,X-Occurs at time of year
OMII0II1647704765,OMII0II1832569884,Excess sweating,NT
OMII0II1647704765,OMII0II609826609,Night sweats,NT
OMII0II1647704765,OMII0IIN1227311067,Personal hygiene,X-Managed or  prevented by
OMII0II609826609,OMII0IIN1355230057,Post-menopausal women,X-Affects Audience
OMII0II609826609,OMII0IIN1304676632,Menopausal symptoms,RT
OMII0II1832569884,OMII0IIN814372135I,Hot weather,X-Occurs at time of year
OMII0II1832569884,OMII0II1675623009,Summer,X-Occurs at time of year
OMII0II1832569884,OMII0II1556348637,Alcoholic drinks,X-Caused or affected by
OMII0II1832569884,OMII0IIN1716864299,Sweat,X-Occurs or appears in
OMII0II1832569884,OMII0IIN1304676632,Menopausal symptoms,RT
OMII0II1832569884,OMII0IIN95768569,Body odour,RT
OMII0II952136576,OMII0IIN1409198631,Nerves,X-Occurs or appears in
OMII0II952136576,OMII0IIN1234182652,Brain and nerve specialists,X-Symptoms treated by
OMII0II1121846774,OMII0II1270277536,School and young carers,X-Helped by
OMII0II1121846774,OMII0IIN1106630370,Workplace health,X-Managed or  prevented by
OMII0II1121846774,OMII0II2135357437,Postnatal care,X-Managed or  prevented by
OMII0II1121846774,OMII0IIN1231681419,Sleep health,X-Managed or  prevented by
OMII0II1121846774,OMII0II917527163J,Sleep for babies,X-Managed or  prevented by
OMII0II1121846774,OMII0IIN922816750I,Children's sleep,X-Managed or  prevented by
OMII0II1121846774,OMII0II1413356212,Sleeping problems,RT
OMII0II1121846774,OMII0IIN1206214746,Flu-like symptoms,RT
OMII0II1121846774,OMII0IIN1273896107J,Muscle weakness,RT
OMII0IIN626405881,OMII0II539639450,EEG,X-Analysed by
OMII0IIN626405881,OMII0II591510220I,A&E departments,X-Treated in
OMII0IIN626405881,OMII0IIN936990503,Paramedics,X-Symptoms treated by
OMII0IIN626405881,OMII0IIN1234182652,Brain and nerve specialists,X-Symptoms treated by
OMII0II1709788787,OMII0IIN280453481,Eye tests,X-Analysed by
OMII0II1709788787,OMII0II1666683267,Spectacles,X-Helped by
OMII0II1709788787,OMII0IIN2097486261,Diabetic,X-Affects Audience
OMII0II1709788787,OMII0IIN1433668224,Older people,X-Affects Audience
OMII0II1709788787,OMII0II1167238313,Eye health,X-Managed or  prevented by
OMII0II1709788787,OMII0II385580068,Optometrists,X-Symptoms treated by
OMII0II1709788787,OMII0IIN270170744,Eye specialists,X-Symptoms treated by
OMII0II1123595669,OMII0IIN2004926292,Lung function tests,X-Analysed by
OMII0II1123595669,OMII0IIN733954010,Lungs and airways,X-Occurs or appears in
OMII0II8559609,OMII0II2014537392,Gums,X-Occurs or appears in
OMII0II8559609,OMII0IIN1509945931B,Blood,X-Occurs or appears in
OMII0II8559609,OMII0IIN431407180,Mouth,X-Occurs or appears in
OMII0II948525386,OMII0II1556348637,Alcoholic drinks,X-Caused or affected by
OMII0II948525386,OMII0IIN328087955J,Teenagers,X-Affects Audience
OMII0II948525386,OMII0II797321847J,Skin,X-Occurs or appears in
OMII0II948525386,OMII0IIN1246986929,Face,X-Occurs or appears in
OMII0II948525386,OMII0IIN1304676632,Menopausal symptoms,RT
OMII0IIN95768569,OMII0II1675623009,Summer,X-Occurs at time of year
OMII0IIN95768569,OMII0IIN1227311067,Personal hygiene,X-Managed or  prevented by
OMII0IIN1780247602,OMII0IIN2015550051,Mammography,X-Analysed by
OMII0IIN1780247602,OMII0II1621206228,Nipple,X-Occurs or appears in
OMII0IIN1780247602,OMII0II1945868981,Breast,X-Occurs or appears in
OMII0IIN1283385994,OMII0II35065636,X-rays,X-Analysed by
OMII0IIN1283385994,OMII0II1459565634,Lower back,X-Occurs or appears in
OMII0IIN1283385994,OMII0IIN2132942346,Spine,X-Occurs or appears in
OMII0IIN1043637787,OMII0IIN1869896300,Rectal examination,X-Analysed by
OMII0IIN1043637787,OMII0II55227703J,Colonoscopy,X-Analysed by
OMII0IIN1043637787,OMII0IIN976570407E,Healthy eating,X-Managed or  prevented by
OMII0IIN1043637787,OMII0IIN1688155719,Getting active,X-Managed or  prevented by
OMII0IIN1043637787,OMII0IIN1433386219,Faeces,X-Occurs or appears in
OMII0IIN1043637787,OMII0II1314054428,Pharmacists,X-Symptoms treated by
OMII0IIN1043637787,OMII0II1370869169,Gastrointestinal specialists,X-Symptoms treated by
OMII0IIN1043637787,OMII0IIN873291170,Bowel incontinence,RT
OMII0IIN1043637787,OMII0IIN252657212G,Stomach ache,RT
OMII0IIN873291170,OMII0IIN1869896300,Rectal examination,X-Analysed by
OMII0IIN873291170,OMII0II225282746,Rectum,X-Occurs or appears in
OMII0IIN873291170,OMII0IIN1310295903,Anus,X-Occurs or appears in
OMII0IIN873291170,OMII0II1370869169,Gastrointestinal specialists,X-Symptoms treated by
OMII0IIN1539261798,OMII0II541639456,ECG,X-Analysed by
OMII0IIN1539261798,OMII0IIN72178045,Physical examination or measurements,X-Analysed by
OMII0IIN1539261798,OMII0II334341434,Head and neck,X-Occurs or appears in
OMII0IIN1539261798,OMII0IIN222078574,Blood vessels and circulation,X-Occurs or appears in
OMII0IIN1539261798,OMII0II966288175,Heart specialists,X-Symptoms treated by
OMII0IIN1539261798,OMII0II193546157C,Hyperventilation,RT
OMII0IIN1165688981,OMII0II1959751525E,Foot health,X-Managed or  prevented by
OMII0IIN1165688981,OMII0II65147832,Foot,X-Occurs or appears in
OMII0IIN1165688981,OMII0IIN1042290056,Heel,X-Occurs or appears in
OMII0IIN1165688981,OMII0IIN1860155135,Orthopaedics specialists,X-Symptoms treated by
OMII0IIN1165688981,OMII0IIN1911341218,Foot specialists,X-Symptoms treated by
OMII0IIN37050008,OMII0IIN431407180,Mouth,X-Occurs or appears in
OMII0II2124842335F,OMII0II2144747298,Cystoscopy,X-Analysed by
OMII0II2124842335F,OMII0IIN1869896300,Rectal examination,X-Analysed by
OMII0II2124842335F,OMII0IIN55264898,Ureter and urethra,X-Occurs or appears in
OMII0II2124842335F,OMII0IIN1409198631,Nerves,X-Occurs or appears in
OMII0II2124842335F,OMII0IIN2027906515,Bladder,X-Occurs or appears in
OMII0II2124842335F,OMII0IIN392007956,Urine,X-Occurs or appears in
OMII0II2124842335F,OMII0II2106671123,Urinary specialists,X-Symptoms treated by
OMII0II910838953,OMII0II85661821H,Skin scrapings,X-Analysed by
OMII0II910838953,OMII0II754203028,Skin health,X-Managed or  prevented by
OMII0II910838953,OMII0IIN1206925379,Skin specialists,X-Symptoms treated by
OMII0II910838953,OMII0IIN1304676632,Menopausal symptoms,RT
OMII0II910838953,OMII0IIN1212616458,Dry skin,RT
OMII0II360977396,OMII0IIN1227311067,Personal hygiene,X-Managed or  prevented by
OMII0II360977396,OMII0II835036099,Buttocks,X-Occurs or appears in
OMII0IIN1659097936I,OMII0IIN1688155719,Getting active,X-Managed or  prevented by
OMII0IIN1659097936I,OMII0IIN1289529627,Thigh,X-Occurs or appears in
OMII0IIN1659097936I,OMII0IIN1122456674,Calf,X-Occurs or appears in
OMII0IIN1659097936I,OMII0IIN222078574,Blood vessels and circulation,X-Occurs or appears in
OMII0IIN1659097936I,OMII0II436710067,Muscle spasms,RT
OMII0II304905314,OMII0IIN1633005294,Tears,X-Occurs or appears in
OMII0II304905314,OMII0II1158980497,Red eyes,RT
OMII0II304078951,OMII0II1689159444B,Back pain at work,X-Managed or  prevented by
OMII0II304078951,OMII0IIN1409198631,Nerves,X-Occurs or appears in
OMII0II304078951,OMII0II583639556,Eye,X-Occurs or appears in
OMII0II304078951,OMII0IIN1246986929,Face,X-Occurs or appears in
OMII0II304078951,OMII0IIN1234182652,Brain and nerve specialists,X-Symptoms treated by
OMII0IIN1704201360,OMII0II1408380885,Nose,X-Occurs or appears in
OMII0IIN1704201360,OMII0IIN222078574,Blood vessels and circulation,X-Occurs or appears in
OMII0IIN1704201360,OMII0IIN1125726132,"Ear, nose and throat specialists",X-Symptoms treated by
OMII0IIN1603078403,OMII0IIN967973733,Legs and feet,X-Occurs or appears in
OMII0IIN1603078403,OMII0IIN67072396,Lymphatic system,X-Occurs or appears in
OMII0IIN1603078403,OMII0II1244676602,"Swollen legs, hands or feet",RT
OMII0IIN348102504,OMII0IIN267956974,Phlegm problems,NT
OMII0IIN348102504,OMII0IIN1180423029,Sneezing,NT
OMII0IIN348102504,OMII0II962640277,Blocked nose,NT
OMII0IIN348102504,OMII0IIN1056230781,Runny nose,NT
OMII0IIN348102504,OMII0IIN1337165024,Catarrh,NT
OMII0IIN348102504,OMII0IIN1704201360,Nosebleeds,NT
OMII0IIN348102504,OMII0IIN1125726132,"Ear, nose and throat specialists",X-Symptoms treated by
OMII0II1240956835,OMII0II539639450,EEG,X-Analysed by
OMII0II1240956835,OMII0II1915799933,Children,X-Affects Audience
OMII0II1240956835,OMII0IIN1246986929,Face,X-Occurs or appears in
OMII0II1240956835,OMII0IIN1854258119,Tremor,RT
