termId,termUpdate,termName,termType,termCategory,termStatus,termApproval,term_Id,termCreatedDate,termCreatedBy,termModifiedDate,termModifiedBy
"OMII0II2062509365","add","Regional blockade","ND","","active","approved",2297,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1498528505","add","Hypermenorrhoea","ND","","active","approved",2298,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN575925048","add","Heavy period","ND","","active","approved",2299,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN579952594","add","Flooding during periods","ND","","active","approved",2300,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1948375121","add","Profuse menstrual flow","ND","","active","approved",2301,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1375062496","add","Drug detoxification clinics","ND","","active","approved",2302,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1093834584","add","Menorrhagia","ND","","active","approved",2303,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II949665374","add","Absence of menstrual bleeding","ND","","active","approved",2304,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1554395446","add","Absence of menstruation","ND","","active","approved",2305,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN854549337","add","Amenia","ND","","active","approved",2306,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II949358245","add","Oligomenorrhea","ND","","active","approved",2307,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1364061083","add","Brittle diabetes","ND","","active","approved",2308,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1528874718","add","Irregular menstruation","ND","","active","approved",2309,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II227193926","add","Menstrual irregularities","ND","","active","approved",2310,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II183862761","add","Irregular menstrual cycle","ND","","active","approved",2311,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1016567935","add","Absent menstruation","ND","","active","approved",2312,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II570208124","add","Pescaterian","ND","","active","approved",2313,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II2095496266","add","Shell fish","ND","","active","approved",2314,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1430897884","add","Oysters","ND","","active","approved",2315,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II515383977","add","Mussels","ND","","active","approved",2316,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN387536011","add","Menstrual disorders","ND","","active","approved",2317,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II2053838237","add","Clams","ND","","active","approved",2318,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1820371218","add","Menstrual disturbances","ND","","active","approved",2319,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II528026081","add","Menstruation","ND","","active","approved",2320,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1614700012","add","Abnormal menstruation","ND","","active","approved",2321,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1551753714","add","Problem of menstruation","ND","","active","approved",2322,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1496511324","add","Anxiety neurosis","ND","","active","approved",2323,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1146733847","add","Neurotic anxiety","ND","","active","approved",2324,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II255281950","add","Neurotic fear","ND","","active","approved",2325,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II164804644","add","Fish oils","ND","","active","approved",2326,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II2103476304","add","Anxiety disorder","ND","","active","approved",2327,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN735229551","add","Chronic anxiety","ND","","active","approved",2328,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1986447573","add","Generalized anxiety","ND","","active","approved",2329,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II562462431","add","Overanxious disorder","ND","","active","approved",2330,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II883262532","add","Movement problems","ND","","active","approved",2331,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN133787163","add","Anxiousness","ND","","active","approved",2332,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN2100948188","add","Feeling anxious","ND","","active","approved",2333,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN996837808","add","Anxious","ND","","active","approved",2334,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II156071131","add","Feeling worried","ND","","active","approved",2335,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1257033763","add","Worrying","ND","","active","approved",2336,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1219801643","add","Anxiety reaction","ND","","active","approved",2337,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN421709415","add","Generalised anxiety disorder","ND","","active","approved",2338,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II96460410","add","Fear","ND","","active","approved",2339,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II654340682","add","PALS","ND","","active","approved",2340,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1384852301","add","Feeling uneasy","ND","","active","approved",2341,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN937145534","add","Acute cerebrovascular disease","ND","","active","approved",2342,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II2115993418","add","GP surgery","ND","","active","approved",2343,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1434607910","add","Apoplexy","ND","","active","approved",2344,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1212232794","add","Doctor's surgery","ND","","active","approved",2345,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1150922508","add","Brain attack","ND","","active","approved",2346,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN68704194","add","Reversible ischaemic neurological accident","ND","","active","approved",2347,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN84426250","add","Reversible ischaemic neurological disease","ND","","active","approved",2348,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1175487192","add","Ischaemic stroke","ND","","active","approved",2349,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1244880718","add","Cerebral infarction","ND","","active","approved",2350,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II72607552","add","Cerebrovascular accident","ND","","active","approved",2351,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II165898487","add","Intracranial haemorrhage","ND","","active","approved",2352,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1975304671","add","Bleeding in the brain","ND","","active","approved",2353,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1709111345","add","Cerebral haemorrhage","ND","","active","approved",2354,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1326623458","add","Hypertensive bleed","ND","","active","approved",2355,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II515361327","add","Hypertensive haemorrhage","ND","","active","approved",2356,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1867191898","add","Intracerebral haemorrhage","ND","","active","approved",2357,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1954792159","add","Intracranial bleeding","ND","","active","approved",2358,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1619274011","add","CBVD","ND","","active","approved",2359,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1439160934","add","CVD","ND","","active","approved",2360,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1439160929","add","CVA","ND","","active","approved",2361,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II77862684","add","RINA","ND","","active","approved",2362,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II77862681","add","RIND","ND","","active","approved",2363,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN625150246","add","Acute ischaemic stroke","ND","","active","approved",2364,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1686260628","add","Intermittent cerebral ischaemia","ND","","active","approved",2365,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN559043872","add","Transient cerebral ischaemia","ND","","active","approved",2366,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II95628047","add","Reversible ischaemic neurologic deficit","ND","","active","approved",2367,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN2025865974","add","Transient brainstem ischaemia","ND","","active","approved",2368,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN493386679","add","Temporary cerebral vascular dysfunction","ND","","active","approved",2369,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1726726627","add","TIA","ND","","active","approved",2370,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1716726593","add","TCA","ND","","active","approved",2371,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN812012697","add","Ruptured intracranial aneurysm","ND","","active","approved",2372,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II582321478","add","Aneurysmal haemorrhage","ND","","active","approved",2373,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II660283844","add","Meningeal haemorrhage","ND","","active","approved",2374,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1699340835","add","SAH","ND","","active","approved",2375,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II816072433","add","SSAH","ND","","active","approved",2376,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1999432744","add","Subarachnoid haematoma","ND","","active","approved",2377,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN815010961","add","Subdural haemorrhage","ND","","active","approved",2378,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II811072290","add","SSDH","ND","","active","approved",2379,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1704340988","add","SDH","ND","","active","approved",2380,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN526464553","add","Cerebrovascular lesion","ND","","active","approved",2381,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN802118409","add","Joint inflammation","ND","","active","approved",2382,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II2088914269","add","Inflammation of joints","ND","","active","approved",2383,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II753905698","add","Rheumatoid disease","ND","","active","approved",2384,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II154536969","add","Rheumatism","ND","","active","approved",2385,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN495422211","add","Rheumatic disease","ND","","active","approved",2386,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1576483187","add","Proliferative arthritis","ND","","active","approved",2387,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1099362717","add","Felty's syndrome","ND","","active","approved",2388,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1197348492","add","Nodose rheumatism","ND","","active","approved",2389,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II229537668","add","Arthritis deformans","ND","","active","approved",2390,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN850581096","add","Arthritis nodosa","ND","","active","approved",2391,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN132393610","add","Atrophic arthritis","ND","","active","approved",2392,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1174120949","add","Caplan's syndrome","ND","","active","approved",2393,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1741527224","add","GMC","ND","","active","approved",2394,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN94152423","add","Chronic rheumatic arthritis","ND","","active","approved",2395,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II505293365","add","RA","ND","","active","approved",2396,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II545440152","add","RhA","ND","","active","approved",2397,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II214761655","add","Rheum Arthr","ND","","active","approved",2398,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II348157482","add","Arthrosis","ND","","active","approved",2399,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1316881961","add","Arthrosis deformans","ND","","active","approved",2400,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II502786","add","Degeneration of articular cartilage","ND","","active","approved",2401,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN340076617","add","Degenerative arthritis","ND","","active","approved",2402,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1874667569","add","Degenerative arthropathy","ND","","active","approved",2403,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1609134369","add","Degenerative joint disease","ND","","active","approved",2404,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II112540465","add","Degenerative polyarthritis","ND","","active","approved",2405,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1931084115","add","Heberden disease","ND","","active","approved",2406,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II178189487","add","Heberden's rheumatism","ND","","active","approved",2407,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1733853199","add","Hypertrophic arthritis","ND","","active","approved",2408,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II851466558","add","Hypertrophic osteoarthritis","ND","","active","approved",2409,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1759573257","add","Hypertrophic polyarthritis","ND","","active","approved",2410,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II885627432","add","HPC","ND","","active","approved",2411,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1804497906","add","Ostearthritis","ND","","active","approved",2412,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN441971208","add","Osteo-arthritis","ND","","active","approved",2413,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1663028019","add","Osteoarthrosis","ND","","active","approved",2414,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1753066227","add","Osteo-arthrosis","ND","","active","approved",2415,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II421300645","add","Senescent arthritis","ND","","active","approved",2416,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1924945427","add","Hearing aid specialists","ND","","active","approved",2417,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1660676498","add","OA","ND","","active","approved",2418,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1687785287","add","Hearing specialists","ND","","active","approved",2419,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II362823015","add","OSTEO","ND","","active","approved",2420,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1012200247","add","Wear and tear arthritis","ND","","active","approved",2421,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II663236422","add","Arthritis after infection","ND","","active","approved",2422,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN560075528","add","Post-infective arthritis","ND","","active","approved",2423,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN345198098","add","Post-infective arthropathy","ND","","active","approved",2424,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II565123611","add","Transient polyarthropathy","ND","","active","approved",2425,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1661450201","add","Spondyloarthropathy","ND","","active","approved",2426,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II239845677","add","Reiter syndrome","ND","","active","approved",2427,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN166161553","add","Arthritis urethritica","ND","","active","approved",2428,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II71451156","add","Fiessinger-Leroy-Reiter syndrome","ND","","active","approved",2429,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN645843485","add","Talipes equinovarus","ND","","active","approved",2430,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1848404101","add","Reiter disease","ND","","active","approved",2431,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II115107353","add","Reiter's disease","ND","","active","approved",2432,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN434573163","add","Seronegative arthritides","ND","","active","approved",2433,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1396463078","add","Seronegative spondyloarthropathy","ND","","active","approved",2434,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II534440123","add","ReA","ND","","active","approved",2435,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1119696530","add","Newborn Hearing Screening Programme","ND","","active","approved",2436,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1080440717","add","Accessibility","ND","","active","approved",2437,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II434399921","add","Competitions","ND","","active","approved",2438,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN356905772","add","Awards","ND","","active","approved",2439,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1003544373F","add","Personal account","ND","","active","approved",2440,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1347602848","add","Manage your profile","ND","","active","approved",2441,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1852254128","add","Patient feedback","ND","","active","approved",2442,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II2014977652","add","The Service Framework","ND","","active","approved",2443,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II118568946","add","New horizons","ND","","active","approved",2444,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II431447359","add","Treatment abroad","ND","","active","approved",2445,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN56209531","add","European Health Insurance Card","ND","","active","approved",2446,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1259633649","add","Azoospermia","ND","","active","approved",2447,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1790949129","add","Low sperm counts","ND","","active","approved",2448,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II689702903","add","Abnormal sperm","ND","","active","approved",2449,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II955866141","add","Immotile sperm","ND","","active","approved",2450,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II982457057","add","Abnormal spermatogenesis","ND","","active","approved",2451,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1296822877","add","Oligospermia","ND","","active","approved",2452,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II330815320","add","MIU's","ND","","active","approved",2453,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN268329777","add","Out of hours services","ND","","active","approved",2454,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1042461935","add","Sliding oesophageal hernia","ND","","active","approved",2455,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1446956301","add","Diaphragmatic hernia","ND","","active","approved",2456,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II443672210","add","HH","ND","","active","approved",2457,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1559965264","add","HIHE","ND","","active","approved",2458,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1253372151","add","Para-oesophageal hernia","ND","","active","approved",2459,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1753653915","add","Para-esophageal hernia","ND","","active","approved",2460,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1210143088","add","Exomphalos","ND","","active","approved",2461,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN255049749","add","Exumbilication","ND","","active","approved",2462,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1623703819","add","UH","ND","","active","approved",2463,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II173906587","add","UMHE","ND","","active","approved",2464,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1289751941","add","Sport","ND","","active","approved",2465,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II341478280","add","Get active","ND","","active","approved",2466,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II674496757","add","Exercise tips/advice","ND","","active","approved",2467,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1779469711","add","Crural hernia","ND","","active","approved",2468,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1002357489","add","Femorocoele","ND","","active","approved",2469,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1311793343","add","Femorocele","ND","","active","approved",2470,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1653476019","add","Hiatal hernia","ND","","active","approved",2471,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN2051318555","add","Oesophageal hernia","ND","","active","approved",2472,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II133956162","add","Groin hernia","ND","","active","approved",2473,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1459117915","add","Enteromerocele","ND","","active","approved",2474,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II2028363347","add","Healthy bones","ND","","active","approved",2475,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1186052055","add","Incarcerated hernia","ND","","active","approved",2476,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II273926537","add","Inguinocrural hernia","ND","","active","approved",2477,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1375542491","add","Inguinofemoral hernia","ND","","active","approved",2478,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1467382777","add","Inguinolabial hernia","ND","","active","approved",2479,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN2102408005","add","Inguinoscrotal hernia","ND","","active","approved",2480,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II383807422","add","Inguinosuperficial hernia","ND","","active","approved",2481,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1099665252","add","Strep throat","ND","","active","approved",2482,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1542248060","add","Streptococcal throat","ND","","active","approved",2483,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1658681849","add","Keeping fit","ND","","active","approved",2484,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN605863266","add","Throat irritation","ND","","active","approved",2485,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II125082324","add","Get moving","ND","","active","approved",2486,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN224661294","add","Acute PHGI","ND","","active","approved",2487,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1727383180","add","Acute PHY","ND","","active","approved",2488,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II665198621","add","Better lifestyle","ND","","active","approved",2489,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II604135573","add","Improved lifestyle","ND","","active","approved",2490,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II629615859","add","Inflammation of pharynx","ND","","active","approved",2491,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1193571508","add","Laryngopharyngeal inflammation","ND","","active","approved",2492,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II69535388","add","Nasopharyngeal inflammation","ND","","active","approved",2493,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1666585260","add","Oropharyngeal inflammation","ND","","active","approved",2494,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1888047835","add","Maternity units","ND","","active","approved",2495,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II22648640","add","PHGI","ND","","active","approved",2496,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1428360078","add","PHY","ND","","active","approved",2497,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1362700709","add","Pain in throat","ND","","active","approved",2498,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II704155146","add","Pain in pharynx","ND","","active","approved",2499,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II416051958","add","Pharyngeal pain","ND","","active","approved",2500,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN382853013","add","Throat discomfort","ND","","active","approved",2501,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II802480141","add","Throat pain","ND","","active","approved",2502,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1762550781","add","Throat soreness","ND","","active","approved",2503,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1002391463","add","Inflamed throat","ND","","active","approved",2504,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN789846752","add","Throat inflammation","ND","","active","approved",2505,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1048168128","add","Mouth specialist","ND","","active","approved",2506,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN1696295604","add","Low haemoglobin","ND","","active","approved",2507,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II409495101","add","Facial surgeon","ND","","active","approved",2508,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1437318486","add","Low hemoglobin","ND","","active","approved",2509,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II956495807","add","Anemia","ND","","active","approved",2510,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN558407381","add","Asiderotic anaemia","ND","","active","approved",2511,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1075363550","add","Chlorotic anaemia","ND","","active","approved",2512,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1034148780","add","Sideropenic anaemia","ND","","active","approved",2513,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II835568546","add","Achlorhydric anaemia","ND","","active","approved",2514,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II193119199","add","Anaemia due to acute blood loss","ND","","active","approved",2515,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1372914925","add","Anaemia of chronic blood loss","ND","","active","approved",2516,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II445321215","add","Chlorosis","ND","","active","approved",2517,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0IIN999753351","add","Fe deficiency anaemia","ND","","active","approved",2518,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II44520602","add","Green sickness","ND","","active","approved",2519,"20150721T14:52:25","admin","20150721T14:56:07","admin"
"OMII0II1557156594","add","Hypochromic anaemia","ND","","active","approved",2520,"20150721T14:52:25","admin","20150721T14:56:07","admin"
